	t	X	S	P(X)	P(mu)	P
51	5.151515151515151	0.6928328430150008	20.76196160384299	1.990830409795235	0.886449081501631	2.8772794912968664
52	5.252525252525253	0.7425208696303303	20.596684726311167	2.138219022837751	0.9519124518053387	3.09013147464309
53	5.353535353535354	0.7957511790326803	20.419625182445944	2.296175836662714	1.0220427365671791	3.318218573229893
54	5.454545454545454	0.8527727485990073	20.22995480082973	2.4654539029979214	1.097167960450944	3.5626218634488653
55	5.555555555555555	0.913851425367249	20.026789296629246	2.6468591656405756	1.1776383736934433	3.824497539334019
56	5.656565656565657	0.9792709411929612	19.809184894888293	2.8412539704347957	1.2638277895610202	4.105081759995816
57	5.757575757575758	1.0493339626509754	19.576134838248425	3.049560927455056	1.3561349675822052	4.405695895037261
58	5.858585858585858	1.124363185885647	19.32656574515752	3.2727668209112863	1.4549850559995936	4.72775187691088
59	5.959595959595959	1.204702402455609	19.059334064559046	3.5119269262339254	1.560830996007334	5.0727579222412595
60	6.0606060606060606	1.2907176571825438	18.77322222454916	3.7681693812315817	1.6741550472027962	5.442324428434377
61	6.161616161616162	1.3827982571415607	18.466935276180234	4.042699922557424	1.7954701169191087	5.838170039476532
62	6.262626262626262	1.481357936321482	18.139097019460856	4.336806754810938	1.9253212946509137	6.262128049461851
63	6.363636363636363	1.586835741429664	17.78824705691048	4.651865661178951	2.064287019091437	6.716152680270386
64	6.4646464646464645	1.6996968932306884	17.41283792849555	4.9893453209913385	2.2129802129357268	7.202325533927064
65	6.565656565656566	1.820433526862174	17.01123264912309	5.350812728560001	2.3720492582377304	7.72286198679773
66	6.666666666666667	1.9495651506829537	16.58170318237772	5.737938811927172	2.54217860093718	8.28011741286435
67	6.767676767676767	2.087638539444555	16.122430795864496	6.1525040301701654	2.7240886101143187	8.876592640284484
68	6.8686868686868685	2.235227357030983	15.63150731608651	6.596403945466853	2.9185350809541557	9.51493902642101
69	6.96969696969697	2.392930849402625	15.106939476094908	7.0716546376639515	3.12630751271597	10.197962150379922
70	7.070707070707071	2.561371486197492	14.546656760211427	7.580397765933163	3.3482260015716494	10.928623767504812
71	7.171717171717171	2.7411910420594725	13.948524438674266	8.124904924348188	3.585136077803362	11.71004100215155
72	7.2727272727272725	2.9330444135741853	13.310364134313902	8.707581037515059	3.837900559691795	12.545481597206855
73	7.373737373737374	3.137590203220286	12.629985143079047	9.33096613260665	4.107387147986606	13.438353280593258
74	7.474747474747475	3.3554766385837693	11.905231270839213	9.997734812926884	4.3944498746426515	14.39218468756954
75	7.575757575757575	3.587320130893098	11.134052153954396	10.710692050204463	4.699900853950974	15.410592904155441
76	7.6767676767676765	3.8336726809435016	10.314611676683134	11.472763459159344	5.024467340240789	16.497230799400135
77	7.777777777777778	4.094971987055363	9.445453926673462	12.286977441128997	5.368725995721893	17.655703436850892
78	7.878787878787879	4.371462459104553	8.52576592534939	13.156434116327977	5.732998827430988	18.88943294375897
79	7.979797979797979	4.6630672984061	7.555803127550133	14.084253629870808	6.117184654035361	20.20143828390617
80	8.080808080808081	4.969172841342033	6.537606757561351	15.073489951313944	6.52047498118734	21.59396493250129
81	8.181818181818182	5.288247893453391	5.4762700150190495	16.1269853225413	6.940852478823692	23.067837801365005
82	8.282828282828282	5.6171336638553555	4.382299960271198	17.24711669509001	7.374155478399884	24.621272173489906
83	8.383838383838384	5.9496367078758805	3.276297797798837	18.435333776313943	7.812224191942037	26.247557968255993
84	8.484848484848484	6.273606430433786	2.1986799528852226	19.691272016109945	8.239050358317792	27.930322374427753
85	8.585858585858587	6.565146143315834	1.2289337845637947	21.01099211800299	8.623150381657133	29.634142499660125
86	8.686868686868687	6.782851510222818	0.5047821988535007	22.38385181142098	8.909974552825554	31.293826364246538
87	8.787878787878787	6.892752449472012	0.13921960129770422	23.790490265738853	9.054767702662092	32.84525796840095
88	8.88888888888889	6.925809431794357	0.02926243070690302	25.21079717348326	9.098319874529254	34.30911704801251
89	8.98989898989899	6.932917568477432	0.005618693652432494	26.63462910692556	9.107684758094788	35.742313865020336
90	9.09090909090909	6.934288805542316	0.0010575589912709272	28.059180051416792	9.1094913462382	37.16867139765499
91	9.191919191919192	6.934547132601345	0.00019828780248883678	29.48386807625492	9.109831688994321	38.59369976524924
92	9.292929292929292	6.934595575686157	3.715196471884712e-05	30.908581866540324	9.109895512168952	40.01847737870928
93	9.393939393939394	6.934604652546578	6.959677962688033e-06	32.33330048638642	9.10990747082208	41.44320795720851
94	9.494949494949495	6.934606353323488	1.3023975980469559e-06	33.75802001104391	9.10990971157496	42.86792972261887
95	9.595959595959595	6.934606671184	2.4510076724224064e-07	35.18273970533762	9.109910130352318	44.292649835689936
96	9.696969696969697	6.934606731281151	4.5200102726420214e-08	36.60745943124994	9.109910209529582	45.71736964077952
97	9.797979797979798	6.934606742280891	8.611759676298045e-09	38.03217916318477	9.109910224021606	47.14208938720637
98	9.8989898989899	6.934606744353135	1.7188685613941456e-09	39.45689889621472	9.109910226751763	48.56680912296647
99	10.0	6.9346067448101865	1.985808724055562e-10	40.88161862944274	9.109910227353925	49.991528856796585
